Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Mean Max Temp (°C),Mean Max Temp Flag,Mean Min Temp (°C),Mean Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Extr Max Temp (°C),Extr Max Temp Flag,Extr Min Temp (°C),Extr Min Temp Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow Grnd Last Day (cm),Snow Grnd Last Day Flag,Dir of Max Gust (10's deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-76.53,64.23,CAPE DORSET A,2400635,1963-01,1963,1,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1963-02,1963,2,,M,,M,,M,-8.9,,-36.7,,0,,,M,,M,81,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1963-03,1963,3,-22.9,,-31,,-27,,-14.4,,-37.2,,0,,2.5,,2.5,,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1963-04,1963,4,-6.5,,-14.3,,-10.4,,0,,-32.8,,0,,18.8,,18.8,,91,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1963-05,1963,5,-3.6,,-9.4,,-6.5,,2.2,S,-19.4,,0,,10.9,,10.9,,84,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1963-06,1963,6,3.2,,-2,,0.6,,12.8,,-5.6,S,20.8,,0.5,,21.3,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1963-07,1963,7,10.8,,2.8,,6.8,,17.2,,0,,10.9,,0,,10.9,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1963-08,1963,8,10.6,,3.9,,7.3,,18.3,,0,,35.8,,0,T,35.8,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1963-09,1963,9,1.2,,-2.4,,-0.6,,7.2,S,-8.3,,14,,13.7,,27.7,,3,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1963-10,1963,10,-3.6,,-8.6,,-6.1,,1.7,,-13.3,,19.6,,16.5,,36.1,,13,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1963-11,1963,11,-10.3,,-15.3,,-12.8,,-0.6,S,-30.6,,0,,13.5,,13.5,,25,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1963-12,1963,12,-23.2,,-28.4,,-25.8,,-1.7,S,-32.8,S,0,T,23.1,,23.1,,53,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1964-01,1964,1,-28.1,,-32.4,,-30.3,,-18.3,,-38.9,,0,,6.9,,6.9,,64,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1964-02,1964,2,-23,,-29.7,,-26.4,,-3.3,,-40.6,,0,,32.3,,32.3,,86,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1964-03,1964,3,-28.9,,-35.1,,-32,,-21.7,,-42.2,,0,,0,T,0,T,86,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1964-04,1964,4,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1964-05,1964,5,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1964-06,1964,6,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1964-07,1964,7,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1964-08,1964,8,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1964-09,1964,9,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1964-10,1964,10,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1964-11,1964,11,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1964-12,1964,12,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1965-01,1965,1,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1965-02,1965,2,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1965-03,1965,3,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1965-04,1965,4,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1965-05,1965,5,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1965-06,1965,6,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1965-07,1965,7,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1965-08,1965,8,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1965-09,1965,9,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1965-10,1965,10,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1965-11,1965,11,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1965-12,1965,12,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1966-01,1966,1,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1966-02,1966,2,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1966-03,1966,3,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1966-04,1966,4,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1966-05,1966,5,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1966-06,1966,6,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1966-07,1966,7,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1966-08,1966,8,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1966-09,1966,9,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1966-10,1966,10,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1966-11,1966,11,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1966-12,1966,12,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1967-01,1967,1,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1967-02,1967,2,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1967-03,1967,3,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1967-04,1967,4,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1967-05,1967,5,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1967-06,1967,6,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1967-07,1967,7,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1967-08,1967,8,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1967-09,1967,9,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1967-10,1967,10,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1967-11,1967,11,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1967-12,1967,12,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1968-01,1968,1,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1968-02,1968,2,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1968-03,1968,3,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1968-04,1968,4,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1968-05,1968,5,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1968-06,1968,6,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1968-07,1968,7,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1968-08,1968,8,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1968-09,1968,9,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1968-10,1968,10,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1968-11,1968,11,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1968-12,1968,12,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1969-01,1969,1,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1969-02,1969,2,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1969-03,1969,3,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1969-04,1969,4,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1969-05,1969,5,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1969-06,1969,6,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1969-07,1969,7,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1969-08,1969,8,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1969-09,1969,9,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1969-10,1969,10,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1969-11,1969,11,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1969-12,1969,12,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1970-01,1970,1,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1970-02,1970,2,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1970-03,1970,3,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1970-04,1970,4,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1970-05,1970,5,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1970-06,1970,6,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1970-07,1970,7,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1970-08,1970,8,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1970-09,1970,9,,M,,M,,M,,M,-3.9,,,M,,M,,M,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1970-10,1970,10,0.1,,-4.2,,-2.1,,4.4,,-10.6,S,3.8,,31,,35.6,,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1970-11,1970,11,-6.2,,-13.1,,-9.7,,-0.6,S,-22.8,,0,,116.8,,118.4,,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1970-12,1970,12,-18.6,,-24.7,,-21.7,,-1.7,,-31.7,,0,,28.2,,28.2,,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1971-01,1971,1,-17.2,,-24.6,,-20.9,,-3.9,,-35.6,S,0,,56.6,,56.6,,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1971-02,1971,2,-21.4,,-27.9,,-24.7,,-12.8,,-37.8,,0,,19.3,,19.3,,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1971-03,1971,3,-12.8,,-21.1,,-17,,-3.3,,-29.4,,0,T,22.1,,22.1,,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1971-04,1971,4,-7.9,,-15.9,,-11.9,,2.2,,-27.2,,0,T,51.3,,51.3,,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1971-05,1971,5,-1.7,,-8.1,,-4.9,,2.8,,-13.3,S,0,T,34.3,,34.3,,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1971-06,1971,6,5.3,,-0.1,,2.6,,14.4,,-5.6,,5.3,,2.8,,8.1,,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1971-07,1971,7,10.8,,3.4,,7.1,,17.2,,1.7,S,33.5,,0,,33.5,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1971-08,1971,8,10.4,,3.6,,7,,16.1,S,0,,31.5,,1,,32.5,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1971-09,1971,9,3.6,,0,,1.8,,8.9,,-3.3,S,,M,,M,,M,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1971-10,1971,10,-0.6,,-4,,-2.3,,3.3,,-8.3,S,1.5,,38.1,,39.6,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1971-11,1971,11,-8.8,,-14.4,,-11.6,,-0.6,,-21.7,,0,,96.8,,96.8,,20,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1971-12,1971,12,-21.6,,-27.9,,-24.8,,-5.6,,-42.8,,0,,63,,63,,25,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1972-01,1972,1,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1972-02,1972,2,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1972-03,1972,3,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1972-04,1972,4,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1972-05,1972,5,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1972-06,1972,6,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1972-07,1972,7,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1972-08,1972,8,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1972-09,1972,9,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1972-10,1972,10,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1972-11,1972,11,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1972-12,1972,12,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1973-01,1973,1,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1973-02,1973,2,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1973-03,1973,3,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1973-04,1973,4,-11.1,,-21.2,,-16.2,,2.2,,-30,S,0,,36.8,,36.8,,43,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1973-05,1973,5,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1973-06,1973,6,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1973-07,1973,7,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1973-08,1973,8,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1973-09,1973,9,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1973-10,1973,10,0.2,,-3.4,,-1.6,,4.4,,-8.3,,27.2,,37.3,,64,,10,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1973-11,1973,11,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1973-12,1973,12,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1974-01,1974,1,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1974-02,1974,2,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1974-03,1974,3,-20.4,,-26.8,,-23.6,,-16.7,,-32.8,,0,,24.6,,24.6,,61,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1974-04,1974,4,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1974-05,1974,5,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1974-06,1974,6,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1974-07,1974,7,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1974-08,1974,8,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1974-09,1974,9,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1974-10,1974,10,-2.3,,-6.9,,-4.6,,1.7,S,-12.2,S,0,T,54.9,,53.1,,36,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1974-11,1974,11,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1974-12,1974,12,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1975-01,1975,1,-23.3,,-31.1,,-27.2,,-9.4,,-37.8,,0,,33.8,,33.8,,127,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1975-02,1975,2,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1975-03,1975,3,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1975-04,1975,4,-8.8,,-17.3,,-13.1,,5.6,S,-25,,0,,9.1,,7.4,,64,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1975-05,1975,5,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1975-06,1975,6,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1975-07,1975,7,11.4,,3.1,,7.3,,17.2,,-0.6,,38.4,,0,,38.4,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1975-08,1975,8,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1975-09,1975,9,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1975-10,1975,10,,M,,M,,M,,M,,M,,M,,M,,M,,M,,,,
