Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Mean Max Temp (°C),Mean Max Temp Flag,Mean Min Temp (°C),Mean Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Extr Max Temp (°C),Extr Max Temp Flag,Extr Min Temp (°C),Extr Min Temp Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow Grnd Last Day (cm),Snow Grnd Last Day Flag,Dir of Max Gust (10's deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-76.53,64.23,CAPE DORSET A,2400635,1997-03,1997,3,-15.3,I,-22.9,I,-19.2,I,-3.9,I,-36.8,I,0,,31.8,,27,,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1997-04,1997,4,-10,E,-16.2,I,-13.1,I,4.4,E,-26.8,I,0,T,32.6,,20.8,,46,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1997-05,1997,5,-0.8,I,-5.2,I,-3,I,3.6,I,-12.4,I,0.4,,44.5,,42,,12,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1997-06,1997,6,6.9,E,0.7,I,3.8,I,12.6,E,-6.4,I,26.4,,8.2,,34.6,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1997-07,1997,7,12.8,E,4.7,I,8.6,I,17.4,E,1.5,I,21.2,I,0,I,21.2,I,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1997-08,1997,8,9.9,E,2.8,I,6.1,I,16.7,E,-0.3,I,31.8,,0,,31.8,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1997-09,1997,9,3.6,E,-1,I,1.2,I,12.7,E,-4.8,I,28,,12.2,,40.2,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1997-10,1997,10,-1.3,E,-4.8,I,-3.1,I,4.2,E,-10.8,I,18,,25.4,,42.6,,1,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1997-11,1997,11,-6.6,E,-13.1,I,-9.9,I,-1.2,B,-19,I,0,,41.8,,38.4,,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1997-12,1997,12,-13.6,I,-20.4,I,-16.9,I,-2.2,I,-31.7,I,0,,51,,40,,35,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1998-01,1998,1,-25.1,,-30.4,,-27.8,,-14.5,,-34.8,,0,,17.8,,16,,43,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1998-02,1998,2,-22.9,,-29.6,,-26.3,,-9,,-35.6,,0,,32.2,,27,,55,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1998-03,1998,3,-19.1,,-25.7,,-22.4,,-11.6,,-31,,0,,23,,19.6,,59,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1998-04,1998,4,-8.8,,-14.8,,-11.9,,-0.8,,-20.4,,0.4,,25.4,,24,,60,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1998-05,1998,5,-0.2,I,-5.7,I,-3,I,2.4,I,-12.6,I,1,,35.6,,36.8,,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1998-06,1998,6,8.9,,1.5,,5.2,,16.5,S,-4.7,,14.8,,0,,14.8,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1998-07,1998,7,12.5,E,4.1,I,8.2,I,20.5,E,0.5,I,28,,0,,28,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1998-08,1998,8,10.6,E,3.5,I,6.9,I,18.8,,0.5,I,36.8,,0,,36.8,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1998-09,1998,9,5.1,,1.6,,3.4,,9.8,,-1.3,,87.5,,2,,89.5,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1998-10,1998,10,-0.8,,-4.5,,-2.7,,7.2,,-13.3,,5,,42.6,,45.4,,13,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1998-11,1998,11,-3.6,,-8,,-5.9,,1,,-14.5,,0,,34,,29.6,,21,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1998-12,1998,12,-14.2,,-19.7,,-17,,-0.8,S,-28.8,,0.2,,46.8,,42.4,,42,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1999-01,1999,1,-19,I,-26.5,I,-23.2,I,-9.3,I,-31.5,I,0,,32.2,,30.8,,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,1999-02,1999,2,-19.7,E,-26.8,E,-23.2,E,-7.2,,-32.5,E,0,,26.8,,26,,53,E,,,,
-76.53,64.23,CAPE DORSET A,2400635,1999-03,1999,3,-14.3,,-21.3,,-17.9,,0.8,,-31.5,,0,,22.6,,22.2,,56,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1999-04,1999,4,-6,E,-15.4,E,-10.7,E,0.3,,-26,E,,M,21.6,I,21.6,I,43,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1999-05,1999,5,-2.3,,-7.9,,-5.1,,3,,-18.8,,8.4,,28,,36.4,,15,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1999-06,1999,6,3.8,E,-1.6,E,1.1,E,9.2,,-4,,36.6,,2.6,,39.2,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1999-07,1999,7,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1999-08,1999,8,8.1,E,2,E,5,E,16.3,,-1,E,80.2,,0,T,80.2,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1999-09,1999,9,4.6,,0,,2.3,,9.8,,-3.3,,23.4,,13.6,,37,,0,T,,,,
-76.53,64.23,CAPE DORSET A,2400635,1999-10,1999,10,-2.7,,-6,,-4.4,,1.5,,-10.5,S,0,,47.4,,47.4,,8,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1999-11,1999,11,-9.2,,-14.6,,-11.9,,0.3,,-23,,0,,24,,24,,17,,,,,
-76.53,64.23,CAPE DORSET A,2400635,1999-12,1999,12,-11.9,,-19.4,,-15.7,,-1.5,,-31.9,,0,,89.6,,88.4,,36,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2000-01,2000,1,-21.3,,-28.3,,-24.9,,-8.3,,-32.5,,0,,32.8,,32.8,,50,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2000-02,2000,2,-20.9,,-27.6,,-24.2,,-12.3,S,-33.8,,0,,28.8,,28.8,,50,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2000-03,2000,3,-15.5,E,-24.5,E,-20,E,-5,,-34,E,0,,26.4,,26.4,,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,2000-04,2000,4,-8.6,,-15.6,,-12.2,,-1.5,,-20.8,,0,,46,,46,,61,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2000-05,2000,5,-1.7,,-7.6,,-4.7,,5,,-15,,8,,11.4,,19.4,,19,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2000-06,2000,6,3.5,,-2.2,,0.7,,8.9,,-9.3,,24.5,,14.2,,38.7,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2000-07,2000,7,14.3,E,5.4,E,9.9,E,22,,-0.2,E,18.8,,0,,18.8,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2000-08,2000,8,11.2,,4.8,,8,,17.5,,-0.8,,68,,12.4,,80.4,,0,T,,,,
-76.53,64.23,CAPE DORSET A,2400635,2000-09,2000,9,4.6,E,0.1,,2.4,E,12.3,,-4.9,,51.4,,9.4,,60.8,,3,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2000-10,2000,10,-1.6,,-5.4,,-3.5,,1.4,S,-10.3,,1.8,,56.6,,59.2,,20,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2000-11,2000,11,-6.1,E,-11.6,E,-8.9,E,2.2,,-20.3,,0,T,56.8,,56.8,,47,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2000-12,2000,12,-12.4,,-19,I,-16.1,I,-2,,-25.9,I,0,,41.6,,41.6,,61,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2001-01,2001,1,-22.5,,-28.7,,-25.6,,-10.4,,-33.4,,0,,32,,32,,67,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2001-02,2001,2,-22,,-27.8,,-24.9,,-7.3,S,-33.8,,0,,40.8,,40.8,,84,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2001-03,2001,3,-12.3,,-19,,-15.7,,-3.3,,-26.8,,0,,18,,18,,88,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2001-04,2001,4,-9.3,,-16.2,,-12.8,,2.4,,-22.8,,1.2,,34.8,,36,,88,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2001-05,2001,5,-0.2,,-6.2,,-3.2,,5.8,,-14,,9,,36.1,,45.1,,18,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2001-06,2001,6,5.1,,-0.2,,2.5,,10.4,,-3.2,,61,,5,,66,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2001-07,2001,7,14.2,,5.3,,9.8,,22.3,,-0.8,,13.2,,0,,13.2,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2001-08,2001,8,10,,3.7,,6.9,,16.1,,-0.6,,78.6,,0,T,78.6,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2001-09,2001,9,4.5,,0.3,,2.4,,8.6,,-3.4,,21,,4.2,,25.2,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2001-10,2001,10,-1.5,E,-4.5,I,-3.1,I,3.5,E,-10.2,I,17.2,,41.8,,59.4,,4,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2001-11,2001,11,-8.8,,-14.2,,-11.5,,0.6,,-25.6,,0,,46.4,,46.4,,31,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2001-12,2001,12,-10.6,,-17.1,,-13.9,,-1.3,,-29,,0,,27,,27,,40,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2002-01,2002,1,-22.4,,-27.9,,-25.1,,-8.8,,-34.8,,0,,21.2,,21.2,,46,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2002-02,2002,2,-25,,-30.2,,-27.7,,-16.3,,-37.5,,0,,10.4,,10.4,,48,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2002-03,2002,3,-19.7,,-25.7,,-22.7,,-6.3,,-31.5,,0,,35.6,,35.6,,58,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2002-04,2002,4,-9.5,,-16.3,,-12.9,,-0.5,,-27.8,,0,,26.8,,26.8,,64,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2002-05,2002,5,-2.5,,-6.7,,-4.6,,4.2,,-11.4,,0,,12,,12,,28,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2002-06,2002,6,6.9,,0.7,,3.8,,16,,-5.2,,16,,1,,17,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2002-07,2002,7,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2002-08,2002,8,10,,3.9,,7,,16.2,,0.2,,17.8,,0,,17.8,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2002-09,2002,9,4.9,,0.6,,2.8,,8.9,,-2.2,,35.8,,1.8,,37.6,,1,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2002-10,2002,10,0.5,,-2.7,,-1.1,,3.8,,-7.5,S,3.2,,27.6,,33,,7,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2002-11,2002,11,-6.5,,-10.8,,-8.7,,0.8,,-22.6,,0.2,,79.6,,65.6,,36,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2002-12,2002,12,-13.5,,-19.6,,-16.6,,-3.9,,-28.9,,0,,37.8,,36.2,,57,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2003-01,2003,1,-16.5,,-23.7,,-20.1,,-6.6,,-30,S,0,,70.6,,65.6,,64,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2003-02,2003,2,-25.6,,-30.3,,-28,,-15.2,,-35.5,,0,,12.2,,11.4,,67,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2003-03,2003,3,-17.7,,-25.3,,-21.5,,-11.6,,-36,,0,,29.6,,28,,69,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2003-04,2003,4,-10.3,,-16,,-13.1,,1.4,,-27,,0,T,13,,12.6,,64,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2003-05,2003,5,-0.1,,-4.7,,-2.4,,7.4,,-13.2,,6.2,,24,,28.8,,30,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2003-06,2003,6,3.9,,-0.9,,1.5,,10.8,,-4,,24.6,,5.8,,31,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2003-07,2003,7,13.2,,4.8,,9,,21,,-0.7,,46.6,,0,,46.6,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2003-08,2003,8,9.8,,3.8,,6.9,,17.3,,0.3,,55.4,,0,,55.4,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2003-09,2003,9,5.3,,1.1,,3.2,,9.8,,-3.7,,75,,27.6,,102.6,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2003-10,2003,10,-0.3,,-3,,-1.7,,3,,-11.4,,0,,25.5,,25.5,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2003-11,2003,11,-3.6,,-8.8,,-6.2,,0.4,,-15.1,,0,T,69,,61.2,,34,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2003-12,2003,12,-12.1,,-18.7,,-15.5,,-4,,-24,,0,,33.2,,24.4,,30,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2004-01,2004,1,-20.7,,-26.6,,-23.6,,-10.2,,-34.3,,0,,16,,13.6,,37,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2004-02,2004,2,-18.5,,-24.9,,-21.7,,-11.1,,-31.2,S,0,,17.4,,16.2,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2004-03,2004,3,-20.2,,-28.6,,-24.4,,-10.8,,-35.2,,0,,46.6,,38.6,,54,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2004-04,2004,4,-10.5,,-16.4,,-13.5,,-1.5,,-24,,0,,41,,39.4,,68,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2004-05,2004,5,-1.5,,-5.8,,-3.7,,3.5,,-13.5,,0.2,,38.6,,32.6,,46,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2004-06,2004,6,5.2,,-1.3,,2,,14.5,,-5,S,6.4,,0.8,,7.2,,0,T,,,,
-76.53,64.23,CAPE DORSET A,2400635,2004-07,2004,7,11.5,,3.6,,7.5,,20,,-0.5,,68.4,,0,T,68.4,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2004-08,2004,8,9.6,,3.4,,6.5,,16,,0.3,,43.4,,0,T,43.4,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2004-09,2004,9,4.7,,-0.6,,2.1,,11.8,,-5.3,,43.6,,1.6,,45.2,,0,T,,,,
-76.53,64.23,CAPE DORSET A,2400635,2004-10,2004,10,0.2,,-4.3,,-2.1,,3.2,,-9.8,,35.4,,51.4,,78.2,,10,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2004-11,2004,11,-7.7,,-14.7,,-11.2,,0.5,,-25,,0,T,46,,44.4,,28,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2004-12,2004,12,-20.5,E,-27.2,I,-24.1,I,-9.5,B,-35,I,0,,22.8,,20.6,,41,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2005-01,2005,1,-25,,-30.6,,-27.8,,-15.8,,-33.9,,0,,11.8,,11,,46,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2005-02,2005,2,-18.8,,-27.2,,-23,,-3.5,,-35.8,,0,,92.2,,78.8,,54,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2005-03,2005,3,-12,,-20.6,,-16.3,,1.6,,-29.3,,0,T,80,,89.6,,66,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2005-04,2005,4,-5.8,,-13.5,,-9.7,,-0.2,,-24,,1,,38.8,,41.8,,86,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2005-05,2005,5,-0.6,,-6.2,,-3.4,,9,,-15,S,3.8,,30.2,,32.8,,21,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2005-06,2005,6,7,E,-0.3,E,3.4,E,12.7,,-6.5,,28.8,,5.8,,34.6,,0,T,,,,
-76.53,64.23,CAPE DORSET A,2400635,2005-07,2005,7,10.7,,2.5,,6.6,,18.6,,-0.3,S,47,,0,,47,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2005-08,2005,8,9.1,,2.9,,6,,14.8,,-0.3,,47.2,,0,,47.2,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2005-09,2005,9,5,,-0.5,,2.2,,12,,-4.8,,28.6,,16,,44.6,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2005-10,2005,10,1.3,,-3.6,,-1.2,,6,,-9.9,,28.6,,30.4,,52.4,,2,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2005-11,2005,11,-3.7,,-11,,-7.4,,0.8,,-21,,0,,72.6,,72.6,,43,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2005-12,2005,12,-15.5,,-22.3,E,-18.9,E,-4.3,,-27,E,0,,27,,26.2,,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,2006-01,2006,1,-17.9,,-26,,-22,,-11.3,S,-31,,0,,30,,30,,62,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2006-02,2006,2,-16.3,,-24.6,,-20.5,,2.8,,-31.8,,0,,24.8,,24.8,,73,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2006-03,2006,3,-11.6,,-18.5,,-15,,-1.2,,-23.3,S,0,,7.4,,7.4,,51,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2006-04,2006,4,-6.2,,-15.5,,-10.9,,1.3,,-23.8,,1.8,,60,,61.8,,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,2006-05,2006,5,-0.1,,-5.2,,-2.6,,5.2,,-12.5,S,31,,31.2,,62.2,,14,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2006-06,2006,6,7,I,-0.5,I,3.3,I,14.5,I,-8,I,39.6,E,19.6,,59.2,E,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2006-07,2006,7,11.7,I,3.2,I,7.2,I,19.3,I,0.8,I,41.4,,0,,41.4,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2006-08,2006,8,12.9,I,4.5,I,8.5,I,19.8,I,2.3,I,8.6,,0,,8.6,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2006-09,2006,9,5.3,,1,,3.2,,12.7,,-1.3,S,16,I,2.8,I,18.8,I,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2006-10,2006,10,1.3,I,-3.8,I,-1.4,I,4.9,I,-8.3,I,22,,12,,34,,1,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2006-11,2006,11,-5.5,,-9,,-7.3,,-0.5,,-17,,0,,53.2,,44.8,,16,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2006-12,2006,12,-12.2,I,-21.2,I,-16.6,I,-1.5,I,-29.3,I,0,T,46.8,,33.8,,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,2007-01,2007,1,-19.4,I,-27,I,-23.4,I,-6.3,I,-32,I,0,,11.8,,8.6,,25,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2007-02,2007,2,-14.2,I,-22.8,I,-18.5,I,-5.8,I,-35,I,0,,30.2,,22.2,,33,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2007-03,2007,3,-18.4,I,-28,I,-23.3,I,-2.8,I,-36.3,I,0,,39.6,,33,,,M,,,,
-76.53,64.23,CAPE DORSET A,2400635,2007-04,2007,4,-9,,-15,,-12,,-1.1,,-27.8,,0,,15,,15,,26,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2007-05,2007,5,-4.8,,-9.8,,-7.3,,0.6,,-13.7,,0,,0,,0,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2007-06,2007,6,5.1,I,-1.5,I,1.8,I,11.3,I,-6,I,61.6,,5.8,,67.4,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2007-07,2007,7,13,I,3.5,I,8.2,I,18.8,I,-0.4,I,79.4,,0,,79.4,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2007-08,2007,8,10.8,I,3.1,I,6.8,I,15.8,I,0.5,I,52.8,,0,,52.8,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2007-09,2007,9,3.5,I,-1.9,I,0.7,I,9,I,-5.5,I,38.8,,11.4,,50.2,,0,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2007-10,2007,10,,,,,,,,,,,,,,,,,,,,,,
-76.53,64.23,CAPE DORSET A,2400635,2007-11,2007,11,-8.5,,-14.2,,-11.4,,-0.9,,-20,,0,,47.4,,43,,16,,,,,
